id	isolate	country	continent	group	region	state	species	year	source	detailed_source	location	comments	date_entered	datestamp	clpA	clpX	nifS	pepX	pyrG	recG	rplB	uvrA	ST (MLST)
787	CP-07-21	USA	North America	north_east_us	Cedar Point CP	NY	Borrelia burgdorferi sensu stricto	2007	tick	Ixodes scapularis	"41.036, -72.232"	nymph	2015-01-29	2015-01-29	6	1	5	1	1	7	1	19	59
788	CP-07-22	USA	North America	north_east_us	Cedar Point CP	NY	Borrelia burgdorferi sensu stricto	2007	tick	Ixodes scapularis	"41.036, -72.232"	nymph	2015-01-29	2015-01-29	4	1	1	1	1	6	1	7	3
789	CP-07-23	USA	North America	north_east_us	Cedar Point CP	NY	Borrelia burgdorferi sensu stricto	2007	tick	Ixodes scapularis	"41.036, -72.232"	nymph	2015-01-29	2015-01-29	21	1	15	8	1	18	4	7	38
790	CP-07-25	USA	North America	north_east_us	Cedar Point CP	NY	Borrelia burgdorferi sensu stricto	2007	tick	Ixodes scapularis	"41.036, -72.232"	nymph	2015-01-29	2015-01-29	6	1	5	1	1	7	1	8	7
791	CP-07-26	USA	North America	north_east_us	Cedar Point CP	NY	Borrelia burgdorferi sensu stricto	2007	tick	Ixodes scapularis	"41.036, -72.232"	nymph	2015-01-29	2015-01-29	9	1	1	7	1	6	1	10	14
792	CP-07-27	USA	North America	north_east_us	Cedar Point CP	NY	Borrelia burgdorferi sensu stricto	2007	tick	Ixodes scapularis	"41.036, -72.232"	nymph	2015-01-29	2015-01-29	4	1	1	1	1	6	1	7	3
808	CQ-07-1	USA	North America	north_east_us	Connetquot River SP	NY	Borrelia burgdorferi sensu stricto	2007	tick	Ixodes scapularis	"40.752, -73.152"	nymph	2015-01-29	2015-01-29	1	1	1	1	1	1	1	1	1
809	CQ-07-2	USA	North America	north_east_us	Connetquot River SP	NY	Borrelia burgdorferi sensu stricto	2007	tick	Ixodes scapularis	"40.752, -73.152"	nymph	2015-01-29	2015-01-29	1	1	1	1	1	1	1	1	1
810	CQ-07-3	USA	North America	north_east_us	Connetquot River SP	NY	Borrelia burgdorferi sensu stricto	2007	tick	Ixodes scapularis	"40.752, -73.152"	nymph	2015-01-29	2015-01-29	1	1	1	1	1	1	1	1	1
811	CQ-07-4	USA	North America	north_east_us	Connetquot River SP	NY	Borrelia burgdorferi sensu stricto	2007	tick	Ixodes scapularis	"40.752, -73.152"	nymph	2015-01-29	2015-01-29	1	1	1	1	1	1	1	1	1
812	CQ-07-7	USA	North America	north_east_us	Connetquot River SP	NY	Borrelia burgdorferi sensu stricto	2007	tick	Ixodes scapularis	"40.752, -73.152"	nymph	2015-01-29	2015-01-29	6	1	5	1	1	7	1	8	7
813	CQ-07-9	USA	North America	north_east_us	Connetquot River SP	NY	Borrelia burgdorferi sensu stricto	2007	tick	Ixodes scapularis	"40.752, -73.152"	nymph	2015-01-29	2015-01-29	8	1	1	1	4	6	1	7	4
814	CQ-07-11	USA	North America	north_east_us	Connetquot River SP	NY	Borrelia burgdorferi sensu stricto	2007	tick	Ixodes scapularis	"40.752, -73.152"	nymph	2015-01-29	2015-01-29	1	1	1	1	1	1	1	1	1
815	CQ-07-12	USA	North America	north_east_us	Connetquot River SP	NY	Borrelia burgdorferi sensu stricto	2007	tick	Ixodes scapularis	"40.752, -73.152"	nymph	2015-01-29	2015-01-29	1	1	1	1	1	1	1	1	1
816	CQ-07-13	USA	North America	north_east_us	Connetquot River SP	NY	Borrelia burgdorferi sensu stricto	2007	tick	Ixodes scapularis	"40.752, -73.152"	nymph	2015-01-29	2015-01-29	1	1	1	1	1	1	1	1	1
817	CQ-07-14	USA	North America	north_east_us	Connetquot River SP	NY	Borrelia burgdorferi sensu stricto	2007	tick	Ixodes scapularis	"40.752, -73.152"	nymph	2015-01-29	2015-01-29	1	1	1	1	1	1	1	1	1
818	CQ-07-15	USA	North America	north_east_us	Connetquot River SP	NY	Borrelia burgdorferi sensu stricto	2007	tick	Ixodes scapularis	"40.752, -73.152"	nymph	2015-01-29	2015-01-29	1	1	1	1	1	1	1	1	1
819	CQ-07-16	USA	North America	north_east_us	Connetquot River SP	NY	Borrelia burgdorferi sensu stricto	2007	tick	Ixodes scapularis	"40.752, -73.152"	nymph	2015-01-29	2015-01-29	5	7	5	1	6	1	4	9	11
820	CQ-07-17	USA	North America	north_east_us	Connetquot River SP	NY	Borrelia burgdorferi sensu stricto	2007	tick	Ixodes scapularis	"40.752, -73.152"	nymph	2015-01-29	2015-01-29	8	1	1	17	1	6	1	10	50
821	CQ-07-18	USA	North America	north_east_us	Connetquot River SP	NY	Borrelia burgdorferi sensu stricto	2007	tick	Ixodes scapularis	"40.752, -73.152"	nymph	2015-01-29	2015-01-29	6	1	5	1	1	7	1	8	7
822	CQ-07-19	USA	North America	north_east_us	Connetquot River SP	NY	Borrelia burgdorferi sensu stricto	2007	tick	Ixodes scapularis	"40.752, -73.152"	nymph	2015-01-29	2015-01-29	7	6	12	1	1	5	5	5	37
823	CQ-07-20	USA	North America	north_east_us	Connetquot River SP	NY	Borrelia burgdorferi sensu stricto	2007	tick	Ixodes scapularis	"40.752, -73.152"	nymph	2015-01-29	2015-01-29	5	7	5	1	6	1	4	9	11
824	CQ-07-21	USA	North America	north_east_us	Connetquot River SP	NY	Borrelia burgdorferi sensu stricto	2007	tick	Ixodes scapularis	"40.752, -73.152"	nymph	2015-01-29	2015-01-29	5	5	4	5	5	5	1	6	8
825	CQ-07-25	USA	North America	north_east_us	Connetquot River SP	NY	Borrelia burgdorferi sensu stricto	2007	tick	Ixodes scapularis	"40.752, -73.152"	nymph	2015-01-29	2015-01-29	6	1	5	1	1	7	1	8	7
826	CQ-07-26	USA	North America	north_east_us	Connetquot River SP	NY	Borrelia burgdorferi sensu stricto	2007	tick	Ixodes scapularis	"40.752, -73.152"	nymph	2015-01-29	2015-01-29	6	1	5	1	1	7	1	8	7
827	CQ-07-28	USA	North America	north_east_us	Connetquot River SP	NY	Borrelia burgdorferi sensu stricto	2007	tick	Ixodes scapularis	"40.752, -73.152"	nymph	2015-01-29	2015-01-29	6	1	5	1	1	7	1	8	7
828	CQ-07-29	USA	North America	north_east_us	Connetquot River SP	NY	Borrelia burgdorferi sensu stricto	2007	tick	Ixodes scapularis	"40.752, -73.152"	nymph	2015-01-29	2015-01-29	6	1	5	1	1	7	1	8	7
829	CQ-07-32	USA	North America	north_east_us	Connetquot River SP	NY	Borrelia burgdorferi sensu stricto	2007	tick	Ixodes scapularis	"40.752, -73.152"	nymph	2015-01-29	2015-01-29	6	1	5	1	1	7	1	8	7
830	CQ-07-33	USA	North America	north_east_us	Connetquot River SP	NY	Borrelia burgdorferi sensu stricto	2007	tick	Ixodes scapularis	"40.752, -73.152"	nymph	2015-01-29	2015-01-29	8	1	1	7	1	6	1	10	34
831	CQ-07-34	USA	North America	north_east_us	Connetquot River SP	NY	Borrelia burgdorferi sensu stricto	2007	tick	Ixodes scapularis	"40.752, -73.152"	nymph	2015-01-29	2015-01-29	6	1	5	1	1	7	1	8	7
832	CQ-07-37	USA	North America	north_east_us	Connetquot River SP	NY	Borrelia burgdorferi sensu stricto	2007	tick	Ixodes scapularis	"40.752, -73.152"	nymph	2015-01-29	2015-01-29	6	1	5	1	1	7	1	8	7
833	CQ-07-41	USA	North America	north_east_us	Connetquot River SP	NY	Borrelia burgdorferi sensu stricto	2007	tick	Ixodes scapularis	"40.752, -73.152"	nymph	2015-01-29	2015-01-29	6	1	5	1	1	7	1	8	7
834	CQ-07-42	USA	North America	north_east_us	Connetquot River SP	NY	Borrelia burgdorferi sensu stricto	2007	tick	Ixodes scapularis	"40.752, -73.152"	nymph	2015-01-29	2015-01-29	6	1	5	1	1	7	1	8	7
835	CQ-07-43	USA	North America	north_east_us	Connetquot River SP	NY	Borrelia burgdorferi sensu stricto	2007	tick	Ixodes scapularis	"40.752, -73.152"	nymph	2015-01-29	2015-01-29	6	1	5	1	1	7	1	8	7
836	CQ-07-45	USA	North America	north_east_us	Connetquot River SP	NY	Borrelia burgdorferi sensu stricto	2007	tick	Ixodes scapularis	"40.752, -73.152"	nymph	2015-01-29	2015-01-29	6	1	5	1	1	7	1	8	7
837	CQ-07-46	USA	North America	north_east_us	Connetquot River SP	NY	Borrelia burgdorferi sensu stricto	2007	tick	Ixodes scapularis	"40.752, -73.152"	nymph	2015-01-29	2015-01-29	6	1	5	1	1	7	1	8	7
838	CQ-07-48	USA	North America	north_east_us	Connetquot River SP	NY	Borrelia burgdorferi sensu stricto	2007	tick	Ixodes scapularis	"40.752, -73.152"	nymph	2015-01-29	2015-01-29	6	1	5	1	1	7	1	8	7
839	CQ-07-52	USA	North America	north_east_us	Connetquot River SP	NY	Borrelia burgdorferi sensu stricto	2007	tick	Ixodes scapularis	"40.752, -73.152"	nymph	2015-01-29	2015-01-29	6	1	5	1	1	7	1	8	7
840	CQ-07-53	USA	North America	north_east_us	Connetquot River SP	NY	Borrelia burgdorferi sensu stricto	2007	tick	Ixodes scapularis	"40.752, -73.152"	nymph	2015-01-29	2015-01-29	6	1	5	1	1	7	1	8	7
841	CQ-07-55	USA	North America	north_east_us	Connetquot River SP	NY	Borrelia burgdorferi sensu stricto	2007	tick	Ixodes scapularis	"40.752, -73.152"	nymph	2015-01-29	2015-01-29	6	1	5	1	1	7	1	8	7
842	CQ-07-56	USA	North America	north_east_us	Connetquot River SP	NY	Borrelia burgdorferi sensu stricto	2007	tick	Ixodes scapularis	"40.752, -73.152"	nymph	2015-01-29	2015-01-29	6	1	5	1	1	7	1	8	7
843	CQ-07-57	USA	North America	north_east_us	Connetquot River SP	NY	Borrelia burgdorferi sensu stricto	2007	tick	Ixodes scapularis	"40.752, -73.152"	nymph	2015-01-29	2015-01-29	6	1	5	1	1	7	1	8	7
844	CQ-07-60	USA	North America	north_east_us	Connetquot River SP	NY	Borrelia burgdorferi sensu stricto	2007	tick	Ixodes scapularis	"40.752, -73.152"	nymph	2015-01-29	2015-01-29	7	6	12	1	1	5	5	5	37
845	CQ-07-62	USA	North America	north_east_us	Connetquot River SP	NY	Borrelia burgdorferi sensu stricto	2007	tick	Ixodes scapularis	"40.752, -73.152"	nymph	2015-01-29	2015-01-29	5	5	4	5	5	5	1	6	8
846	CQ-07-63	USA	North America	north_east_us	Connetquot River SP	NY	Borrelia burgdorferi sensu stricto	2007	tick	Ixodes scapularis	"40.752, -73.152"	nymph	2015-01-29	2015-01-29	1	1	1	1	1	1	1	1	1
847	CQ-07-67	USA	North America	north_east_us	Connetquot River SP	NY	Borrelia burgdorferi sensu stricto	2007	tick	Ixodes scapularis	"40.752, -73.152"	nymph	2015-01-29	2015-01-29	6	1	5	1	1	7	1	8	7
849	CQ-07-8	USA	North America	north_east_us	Connetquot River SP	NY	Borrelia burgdorferi sensu stricto	2007	tick	Ixodes scapularis	"40.752, -73.152"	nymph	2015-01-29	2015-01-29	18	12	1	1	2	15	1	2	267
850	CQ-07-24	USA	North America	north_east_us	Connetquot River SP	NY	Borrelia burgdorferi sensu stricto	2007	tick	Ixodes scapularis	"40.752, -73.152"	nymph	2015-01-29	2015-01-29	18	12	1	1	2	15	1	2	267
851	CQ-07-38	USA	North America	north_east_us	Connetquot River SP	NY	Borrelia burgdorferi sensu stricto	2007	tick	Ixodes scapularis	"40.752, -73.152"	nymph	2015-01-29	2015-01-29	4	4	3	3	4	3	3	3	266
852	CQ-07-51	USA	North America	north_east_us	Connetquot River SP	NY	Borrelia burgdorferi sensu stricto	2007	tick	Ixodes scapularis	"40.752, -73.152"	nymph	2015-01-29	2015-01-29	8	1	15	94	2	20	96	7	268
1070	72a	USA	North America	north_east_us		NY	Borrelia burgdorferi sensu stricto		human			GenBank	2015-01-29	2015-01-29	9	1	1	7	1	6	1	10	14
1072	118a	USA	North America	north_east_us		NY	Borrelia burgdorferi sensu stricto		human			GenBank	2015-01-29	2015-01-29	8	1	1	7	1	6	1	10	34
1074	94a	USA	North America	north_east_us		NY	Borrelia burgdorferi sensu stricto		human			GenBank	2015-01-29	2015-01-29	7	6	6	1	1	5	5	5	18
1075	156a	USA	North America	north_east_us		NY	Borrelia burgdorferi sensu stricto		human			GenBank	2015-01-29	2015-01-29	8	1	1	1	4	6	1	7	4
2052	15-7208	USA	North America	north_east_us		NY	Borrelia burgdorferi sensu stricto	2015	human	PCR on Synovial Fluid			2017-12-04	2018-01-03	6	1	5	1	1	7	1	8	7
2054	15-8685	USA	North America	north_east_us		NY	Borrelia burgdorferi sensu stricto	2015	human	PCR on Synovial Fluid			2017-12-04	2018-01-03	1	1	1	1	1	1	1	1	1
2782	B331_wgs	USA	North America	north_east_us	Westchester County	NY	Borrelia burgdorferi sensu stricto		human				2020-02-17	2024-02-09	2	2	1	2	2	2	2	2	16
2783	N40_wgs	USA	North America	north_east_us	Westchester County	NY	Borrelia burgdorferi sensu stricto		tick	Ixodes scapularis			2020-02-17	2024-02-09	4	4	3	3	3	3	3	3	19
2785	156a_wgs	USA	North America	north_east_us		NY	Borrelia burgdorferi sensu stricto		human				2020-02-17	2024-03-05	8	1	1	1	4	6	1	7	4
2788	72a_wgs	USA	North America	north_east_us		NY	Borrelia burgdorferi sensu stricto		human				2020-02-17	2024-03-05	9	1	1	7	1	6	1	10	14
2789	94a_wgs	USA	North America	north_east_us		NY	Borrelia burgdorferi sensu stricto		human				2020-02-17	2024-03-05	7	6	6	1	1	5	5	5	18
2791	118a_wgs	USA	North America	north_east_us		NY	Borrelia burgdorferi sensu stricto		human				2020-02-17	2024-03-05	8	1	1	7	1	6	1	10	34
3192	BL519	USA	North America	north_east_us	Westchester County	NY	Borrelia burgdorferi sensu stricto	2001	human	"blood, disseminated"			2021-06-17	2021-06-17	252	2	1	2	2	2	2	2	795
3193	MR660	USA	North America	north_east_us	Westchester County	NY	Borrelia burgdorferi sensu stricto	2002	human	"skin, disseminated"			2021-06-17	2021-06-17	6	1	194	1	1	7	1	223	796
3307	Bbcap1	USA	North America	north_east_us	FDR State Park	NY	Borrelia burgdorferi sensu stricto	2007	tick	"Ixodes scapularis, nymph"	"41.283, -73.808"	SAMN05289937	2022-03-24	2022-03-24	4	1	1	1	1	6	1	7	3
3308	Bbcap10	USA	North America	north_east_us	James Baird State Park	NY	Borrelia burgdorferi sensu stricto	2007	tick	"Ixodes scapularis, nymph"	"41.691, -73.791"	SAMN05289938	2022-03-24	2022-03-24	6	1	5	1	1	7	1	8	7
3309	Bbcap12	USA	North America	north_east_us	James Baird State Park	NY	Borrelia burgdorferi sensu stricto	2007	tick	"Ixodes scapularis, nymph"	"41.691, -73.791"	SAMN05289939	2022-03-24	2022-03-24	4	1	1	1	1	6	1	7	3
3310	Bbcap13	USA	North America	north_east_us	James Baird State Park	NY	Borrelia burgdorferi sensu stricto	2007	tick	"Ixodes scapularis, nymph"	"41.691, -73.791"	SAMN05289940	2022-03-24	2022-03-24	4	1	1	1	1	6	1	7	3
3311	Bbcap14	USA	North America	north_east_us	James Baird State Park	NY	Borrelia burgdorferi sensu stricto	2007	tick	"Ixodes scapularis, nymph"	"41.691, -73.791"	SAMN05289941	2022-03-24	2022-03-24	4	1	1	1	1	6	1	7	3
3314	Bbcap2	USA	North America	north_east_us	FDR State Park	NY	Borrelia burgdorferi sensu stricto	2007	tick	"Ixodes scapularis, nymph"	"41.283, -73.808"	SAMN05289946	2022-03-24	2022-03-24	6	1	5	1	1	7	1	8	7
3315	Bbcap20	USA	North America	north_east_us	Grafton Lakes State Park	NY	Borrelia burgdorferi sensu stricto	2007	tick	"Ixodes scapularis, nymph"	"42.78, -73.453"	SAMN05289947	2022-03-24	2022-03-24	9	1	1	7	1	6	1	10	14
3320	Bbcap26	USA	North America	north_east_us	Hudson Highland State Park	NY	Borrelia burgdorferi sensu stricto	2007	tick	"Ixodes scapularis, nymph"	"41.426, -73.967"	SAMN05289953	2022-03-24	2022-03-24	4	1	1	1	1	6	1	7	3
3323	Bbcap3	USA	North America	north_east_us	FDR State Park	NY	Borrelia burgdorferi sensu stricto	2007	tick	"Ixodes scapularis, nymph"	"41.283, -73.808"	SAMN05289957	2022-03-24	2022-03-24	6	1	5	1	1	7	1	8	7
3326	Bbcap4	USA	North America	north_east_us	FDR State Park	NY	Borrelia burgdorferi sensu stricto	2007	tick	"Ixodes scapularis, nymph"	"41.283, -73.808"	SAMN05289961	2022-03-24	2022-03-24	4	1	1	1	1	6	1	7	3
3327	Bbcap5	USA	North America	north_east_us	FDR State Park	NY	Borrelia burgdorferi sensu stricto	2007	tick	"Ixodes scapularis, nymph"	"41.283, -73.808"	SAMN05289962	2022-03-24	2022-03-24	6	1	5	1	1	7	1	8	7
3328	Bbcap6	USA	North America	north_east_us	FDR State Park	NY	Borrelia burgdorferi sensu stricto	2007	tick	"Ixodes scapularis, nymph"	"41.283, -73.808"	SAMN05289963	2022-03-24	2022-03-24	4	1	1	1	1	6	1	7	3
3329	Bbcap7	USA	North America	north_east_us	FDR State Park	NY	Borrelia burgdorferi sensu stricto	2007	tick	"Ixodes scapularis, nymph"	"41.283, -73.808"	SAMN05289964	2022-03-24	2022-03-24	8	1	1	1	4	6	1	7	4
3330	Bbcap8	USA	North America	north_east_us	FDR State Park	NY	Borrelia burgdorferi sensu stricto	2007	tick	"Ixodes scapularis, nymph"	"41.283, -73.808"	SAMN05289965	2022-03-24	2022-03-24	1	1	1	1	1	1	1	1	1
3331	Bbcap9	USA	North America	north_east_us	FDR State Park	NY	Borrelia burgdorferi sensu stricto	2007	tick	"Ixodes scapularis, nymph"	"41.283, -73.808"	SAMN05289966	2022-03-24	2022-03-24	4	4	3	3	3	3	3	3	19
3342	HIS-2939	USA	North America	north_east_us	Maple Bacon	NY	Borrelia burgdorferi sensu stricto	1998	tick	"Ixodes scapularis, nymph"	"41.2381, -73.5226"	SAMN05289989	2022-03-24	2022-03-24	2	2	1	2	2	2	2	2	16
3343	HIS-2944	USA	North America	north_east_us	Maple Bacon	NY	Borrelia burgdorferi sensu stricto	1998	tick	"Ixodes scapularis, nymph"	"41.2381, -73.5226"	SAMN05289990	2022-03-24	2022-03-24	6	1	5	1	1	7	1	8	7
3344	HIS-2946	USA	North America	north_east_us	Maple Bacon	NY	Borrelia burgdorferi sensu stricto	1998	tick	"Ixodes scapularis, nymph"	"41.2381, -73.5226"	SAMN05289991	2022-03-24	2022-03-24	7	6	12	1	1	5	5	5	37
3345	HIS-2951	USA	North America	north_east_us	Tea Exp	NY	Borrelia burgdorferi sensu stricto	1998	tick	"Ixodes scapularis, nymph"	"41.2381, -73.5226"	SAMN05289992	2022-03-24	2022-03-24	10	7	4	6	1	6	1	6	1012
3346	HIS-2955	USA	North America	north_east_us	Tea Exp	NY	Borrelia burgdorferi sensu stricto	1998	tick	"Ixodes scapularis, nymph"	"41.2381, -73.5226"	SAMN05289993	2022-03-24	2022-03-24	1	1	1	1	1	1	1	1	1
3347	HIS-2957	USA	North America	north_east_us	Tea Exp	NY	Borrelia burgdorferi sensu stricto	1998	tick	"Ixodes scapularis, nymph"	"41.2381, -73.5226"	SAMN05289994	2022-03-24	2022-03-24	4	4	3	3	3	3	3	3	19
3348	HIS-2960	USA	North America	north_east_us	Tea Exp	NY	Borrelia burgdorferi sensu stricto	1998	tick	"Ixodes scapularis, nymph"	"41.2381, -73.5226"	SAMN05289995	2022-03-24	2022-03-24	10	5	4	6	1	15	1	6	36
3351	HIS-3057	USA	North America	north_east_us	Calder	NY	Borrelia burgdorferi sensu stricto	1984	tick	"Ixodes scapularis, adult"	"41.2381, -73.5226"	SAMN05290002	2022-03-24	2022-03-24	5	5	4	5	5	5	1	6	8
3352	HIS-3059	USA	North America	north_east_us	Calder	NY	Borrelia burgdorferi sensu stricto	1984	tick	"Ixodes scapularis, adult"	"41.2381, -73.5226"	SAMN05290003	2022-03-24	2022-03-24	2	2	1	2	2	2	2	2	16
3353	HIS-3066	USA	North America	north_east_us	Calder	NY	Borrelia burgdorferi sensu stricto	1984	tick	"Ixodes scapularis, adult"	"41.2381, -73.5226"	SAMN05290004	2022-03-24	2022-03-24	6	1	5	1	1	7	1	8	7
3354	HIS-3070	USA	North America	north_east_us	Calder	NY	Borrelia burgdorferi sensu stricto	1984	tick	"Ixodes scapularis, adult"	"41.2381, -73.5226"	SAMN05290005	2022-03-24	2022-03-24	6	1	5	1	1	7	1	8	7
3386	NY-1468	USA	North America	north_east_us	Connetquot State Park	NY	Borrelia burgdorferi sensu stricto	2013	tick	"Ixodes scapularis, nymph"	"40.7496, -73.1544"	SAMN05290075	2022-03-24	2022-03-24	5	7	5	1	6	1	4	9	11
3387	NY-1477	USA	North America	north_east_us	Connetquot State Park	NY	Borrelia burgdorferi sensu stricto	2013	tick	"Ixodes scapularis, nymph"	"40.7496, -73.1544"	SAMN05290076	2022-03-24	2022-03-24	8	1	15	94	2	20	96	7	268
3388	NY-1478	USA	North America	north_east_us	Connetquot State Park	NY	Borrelia burgdorferi sensu stricto	2013	tick	"Ixodes scapularis, nymph"	"40.7496, -73.1544"	SAMN05290077	2022-03-24	2022-03-24	4	1	1	1	1	6	1	7	3
3389	NY-1522	USA	North America	north_east_us	Mashomack Preserve	NY	Borrelia burgdorferi sensu stricto	2013	tick	"Ixodes scapularis, nymph"	"41.0602, -72.3142"	SAMN05290079	2022-03-24	2022-03-24	7	6	6	1	1	5	5	5	18
3390	NY-1524	USA	North America	north_east_us	Montauk Point State Park	NY	Borrelia burgdorferi sensu stricto	2013	tick	"Ixodes scapularis, nymph"	"41.0734, -71.8632"	SAMN05290080	2022-03-24	2022-03-24	5	7	5	1	6	1	4	9	11
3391	NY-1533	USA	North America	north_east_us	Montauk Point State Park	NY	Borrelia burgdorferi sensu stricto	2013	tick	"Ixodes scapularis, nymph"	"41.073, -71.8635"	SAMN05290081	2022-03-24	2022-03-24	6	1	5	1	1	7	1	8	7
3392	NY-1556	USA	North America	north_east_us	Verona Beach State Park	NY	Borrelia burgdorferi sensu stricto	2004	tick	"Ixodes scapularis, nymph"	"43.1843, -75.7219"	SAMN05290082	2022-03-24	2022-03-24	1	1	1	1	1	1	1	1	1
3393	NY-1587	USA	North America	north_east_us	Mashomack Preserve	NY	Borrelia burgdorferi sensu stricto	2013	tick	"Ixodes scapularis, nymph"	"41.0574, -72.3097"	SAMN05290083	2022-03-24	2022-03-24	6	1	5	1	1	7	1	19	59
3394	NY-1597	USA	North America	north_east_us	Montauk Point State Park	NY	Borrelia burgdorferi sensu stricto	2013	tick	"Ixodes scapularis, nymph"	"41.073, -71.8635"	SAMN05290084	2022-03-24	2022-03-24	158	1	1	1	1	19	1	7	1019
3395	NY-2387	USA	North America	north_east_us	Ward Pound Ridge	NY	Borrelia burgdorferi sensu stricto	2013	tick	"Ixodes scapularis, nymph"	"41.2466, -73.5938"	SAMN05290085	2022-03-24	2022-03-24	3	3	2	4	3	4	4	4	12
3396	NY-2455	USA	North America	north_east_us	James Baird State Park	NY	Borrelia burgdorferi sensu stricto	2013	tick	"Ixodes scapularis, nymph"	"41.6899, -73.7881"	SAMN05290088	2022-03-24	2022-03-24	7	6	6	1	1	5	5	5	18
3397	NY-2464	USA	North America	north_east_us	James Baird State Park	NY	Borrelia burgdorferi sensu stricto	2013	tick	"Ixodes scapularis, nymph"	"41.6899, -73.7881"	SAMN05290090	2022-03-24	2022-03-24	3	3	2	4	3	4	4	4	12
3398	NY-2516	USA	North America	north_east_us	Shodack Island State Park	NY	Borrelia burgdorferi sensu stricto	2013	tick	"Ixodes scapularis, nymph"	"42.5023, -73.7715"	SAMN05290091	2022-03-24	2022-03-24	4	1	1	1	1	6	1	7	3
3399	NY-2523	USA	North America	north_east_us	Shodack Island State Park	NY	Borrelia burgdorferi sensu stricto	2013	tick	"Ixodes scapularis, nymph"	"42.5023, -73.7715"	SAMN05290092	2022-03-24	2022-03-24	4	4	3	3	3	3	3	3	19
3400	NY-2534	USA	North America	north_east_us	Hither Hills State Park	NY	Borrelia burgdorferi sensu stricto	2013	tick	"Ixodes scapularis, nymph"	"41.0134, -72.0091"	SAMN05290093	2022-03-24	2022-03-24	4	1	1	1	1	6	1	7	3
3401	NY-2539	USA	North America	north_east_us	Hither Hills State Park	NY	Borrelia burgdorferi sensu stricto	2013	tick	"Ixodes scapularis, nymph"	"41.0134, -72.0091"	SAMN05290094	2022-03-24	2022-03-24	8	1	1	7	1	6	1	10	34
3402	NY-2600	USA	North America	north_east_us	Hither Hills State Park	NY	Borrelia burgdorferi sensu stricto	2013	tick	"Ixodes scapularis, nymph"	"41.0141, -72.0078"	SAMN05290095	2022-03-24	2022-03-24	1	1	1	1	1	1	1	1	1
3575	15-5375	USA	North America	north_east_us		NY	Borrelia burgdorferi sensu stricto	2015	human	Synovial Fluid			2023-05-04	2023-05-04	4	1	1	1	225	6	1	7	759
398	1989503	USA	North America	north_east_us	Presque Isle State Park	PA	Borrelia burgdorferi sensu stricto	2005	tick	Ixodes scapularis	"42.16540278, -80.11060278"		2015-01-29	2015-01-29	1	1	1	1	1	1	1	1	1
443	119909	USA	North America	north_east_us	Gifford Pinchot State Park	PA	Borrelia burgdorferi sensu stricto	2005	tick	Ixodes scapularis	"40.07556944, -76.91497778"		2015-01-29	2015-01-29	21	1	15	8	1	18	4	7	38
471	2250201	USA	North America	north_east_us	Parker Dam State Park	PA	Borrelia burgdorferi sensu stricto	2005	tick	Ixodes scapularis	"41.21138333, -78.50083056"		2015-01-29	2015-01-29	25	4	3	16	3	21	1	2	57
473	1988101	USA	North America	north_east_us	Presque Isle State Park	PA	Borrelia burgdorferi sensu stricto	2005	tick	Ixodes scapularis	"42.15504722, -80.10618611"		2015-01-29	2015-01-29	6	1	5	1	1	7	1	19	59
474	2251413	USA	North America	north_east_us	Gifford Pinchot State Park	PA	Borrelia burgdorferi sensu stricto	2005	tick	Ixodes scapularis	"40.07556944, -76.91497778"		2015-01-29	2015-01-29	6	1	5	1	1	7	1	19	59
2046	15-3553	USA	North America	north_east_us		PA	Borrelia burgdorferi sensu stricto	2015	human	PCR on Blood			2017-12-04	2018-01-03	5	5	4	5	5	5	1	6	8
3403	PA-22520	USA	North America	north_east_us	Parker Dam State Park	PA	Borrelia burgdorferi sensu stricto	2005	tick	"Ixodes scapularis, nymph"	"41.2114, -78.5008"	SAMN05290096	2022-03-24	2022-03-24	8	1	1	1	4	16	1	7	32
3574	15-4205	USA	North America	north_east_us		PA	Borrelia burgdorferi sensu stricto	2015	human	Synovial Fluid			2023-05-04	2023-05-04	14	1	1	2	1	6	200	7	758
3576	15-8607	USA	North America	north_east_us		PA	Borrelia burgdorferi sensu stricto	2015	human	Synovial Fluid			2023-05-04	2023-05-04	5	5	188	5	5	5	1	6	760
3271	K12	USA	North America	new_england	New England	Rhode Island	Borrelia burgdorferi sensu stricto	2000	human	"skin, disseminated"			2022-03-14	2022-03-14	4	1	1	1	1	6	1	7	3
3274	K16	USA	North America	new_england	New England	Rhode Island	Borrelia burgdorferi sensu stricto	2000	human	"skin, disseminated"			2022-03-14	2022-03-14	10	5	4	6	1	6	1	6	9
3275	K17	USA	North America	new_england	New England	Rhode Island	Borrelia burgdorferi sensu stricto	2000	human	"skin, localized"			2022-03-14	2022-03-14	4	1	1	1	1	6	1	7	3
3276	K18	USA	North America	new_england	New England	Rhode Island	Borrelia burgdorferi sensu stricto	2000	human	"skin, localized"			2022-03-14	2022-03-14	4	1	1	1	1	6	1	7	3
3277	K19	USA	North America	new_england	New England	Rhode Island	Borrelia burgdorferi sensu stricto	2000	human	"skin, localized"			2022-03-14	2022-03-14	10	5	4	6	1	6	1	6	9
3278	K2	USA	North America	new_england	New England	Rhode Island	Borrelia burgdorferi sensu stricto	2000	human	"skin, disseminated"			2022-03-14	2022-03-14	1	1	1	1	1	1	1	1	1
